STATION,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USC00439184,1992-01-01,0.0,0.0,330.0,,-1.7,-17.8,-17.8
USC00439184,1992-01-02,0.0,0.0,305.0,,2.2,-15.0,-15.0
USC00439184,1992-01-03,0.0,0.0,305.0,,0.0,-11.7,-6.7
USC00439184,1992-01-04,0.0,0.0,279.0,,3.3,-7.2,-3.9
USC00439184,1992-01-05,3.3,0.0,178.0,,2.2,0.0,0.0
USC00439184,1992-01-06,0.0,0.0,178.0,,1.1,-1.7,-1.7
USC00439184,1992-01-07,0.8,20.0,178.0,,0.0,-3.9,-3.9
USC00439184,1992-01-08,2.5,76.0,254.0,,-1.7,-15.0,
USC00439184,1992-01-09,0.0,0.0,254.0,,-10.0,-20.6,-12.2
USC00439184,1992-01-10,1.0,25.0,279.0,,1.1,-5.0,-2.8
USC00439184,1992-01-11,0.8,51.0,330.0,,-2.8,-12.2,-12.2
USC00439184,1992-01-12,0.0,0.0,330.0,,-12.2,-26.7,-26.7
USC00439184,1992-01-13,0.0,0.0,330.0,,-5.6,-12.8,-5.6
USC00439184,1992-01-14,0.0,0.0,305.0,,1.7,-0.6,0.0
USC00439184,1992-01-15,36.1,64.0,,,5.6,-17.8,-17.8
USC00439184,1992-01-16,0.0,0.0,,,-16.7,-25.6,-25.0
USC00439184,1992-01-17,0.0,0.0,,,-23.3,-30.0,-28.3
USC00439184,1992-01-18,4.8,102.0,254.0,,-10.0,-16.7,-15.0
USC00439184,1992-01-19,0.3,5.0,254.0,,-14.4,-28.3,-28.3
USC00439184,1992-01-20,0.3,5.0,254.0,,-13.9,-22.2,-21.1
USC00439184,1992-01-21,0.0,0.0,254.0,,-9.4,-24.4,-24.4
USC00439184,1992-01-22,0.0,0.0,254.0,,-7.2,-18.9,-18.9
USC00439184,1992-01-23,0.0,0.0,254.0,,-7.8,-18.3,-8.3
USC00439184,1992-01-24,24.9,0.0,,,5.0,-2.8,2.8
USC00439184,1992-01-25,3.0,51.0,,,2.8,-25.0,-25.0
USC00439184,1992-01-26,0.0,0.0,,,-17.8,-23.9,-18.9
USC00439184,1992-01-27,0.0,0.0,,,-12.2,-26.7,-26.7
USC00439184,1992-01-28,1.8,38.0,,,-8.3,-17.8,-17.8
USC00439184,1992-01-29,0.0,0.0,,,-5.0,-17.8,-15.0
USC00439184,1992-01-30,0.0,0.0,,,1.7,-3.9,-3.9
USC00439184,1992-01-31,0.0,0.0,,,0.0,-2.8,-2.8
USC00439184,1992-02-01,0.0,0.0,,,1.7,-13.3,-13.3
USC00439184,1992-02-02,0.0,0.0,,,-8.9,-21.1,-22.8
USC00439184,1992-02-03,0.0,0.0,,,-9.4,-21.7,-21.7
USC00439184,1992-02-04,0.0,0.0,,,-8.9,-20.6,-18.9
USC00439184,1992-02-05,8.6,102.0,,,-6.7,-14.4,-14.4
USC00439184,1992-02-06,0.0,0.0,,,-10.6,-25.6,-17.8
USC00439184,1992-02-07,0.0,0.0,,,-7.8,-22.2,-16.7
USC00439184,1992-02-08,0.0,0.0,,,-1.1,-10.6,-6.7
USC00439184,1992-02-09,3.6,64.0,,,-2.2,-13.9,-13.9
USC00439184,1992-02-10,0.0,0.0,,,-12.2,-25.0,-25.0
USC00439184,1992-02-11,0.0,0.0,,,-9.4,-14.4,-10.0
USC00439184,1992-02-12,2.8,64.0,,,-0.6,-26.1,-26.1
USC00439184,1992-02-13,0.0,0.0,,,-13.9,-31.1,-29.4
USC00439184,1992-02-14,0.5,15.0,,,-2.8,-6.7,-6.7
USC00439184,1992-02-15,0.0,0.0,,,-2.8,-21.1,-16.1
USC00439184,1992-02-16,19.3,203.0,,,0.0,-6.7,-6.1
USC00439184,1992-02-17,0.0,0.0,,,2.2,-6.7,-5.0
USC00439184,1992-02-18,0.0,0.0,,,4.4,-10.0,-7.8
USC00439184,1992-02-19,9.1,0.0,,,6.7,0.6,0.6
USC00439184,1992-02-20,1.5,0.0,,,4.4,0.6,0.6
USC00439184,1992-02-21,0.0,0.0,,,0.6,-10.0,-6.7
USC00439184,1992-02-22,4.1,76.0,,,-0.6,-17.8,-16.1
USC00439184,1992-02-23,1.3,23.0,,,-1.1,-3.9,-3.9
USC00439184,1992-02-24,0.0,0.0,,,-0.6,-17.8,-17.8
USC00439184,1992-02-25,0.0,0.0,,,0.6,-7.2,-3.9
USC00439184,1992-02-26,6.1,38.0,,,-2.2,-5.0,-3.9
USC00439184,1992-02-27,0.0,5.0,,,-1.1,-8.3,-6.7
USC00439184,1992-02-28,6.1,152.0,,,0.0,-21.7,-21.7
USC00439184,1992-02-29,8.1,203.0,,,-1.1,-17.8,-17.8
USC00439184,1992-03-01,1.8,15.0,,,-12.8,-23.9,-21.7
