STATION,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USC00439184,2000-01-01,0.0,0.0,229.0,,-6.1,-17.8,-15.0
USC00439184,2000-01-02,0.0,0.0,203.0,,-7.8,-7.8,-7.8
USC00439184,2000-01-03,8.9,0.0,51.0,,9.4,-1.1,9.4
USC00439184,2000-01-04,16.5,38.0,51.0,,-1.1,-3.3,-3.3
USC00439184,2000-01-05,15.2,0.0,25.0,,7.8,-10.0,-8.9
USC00439184,2000-01-06,0.0,0.0,25.0,,-8.9,-18.9,-13.9
USC00439184,2000-01-07,0.0,0.0,25.0,,-3.3,-7.8,-5.0
USC00439184,2000-01-08,4.6,38.0,76.0,,1.1,-10.0,-8.3
USC00439184,2000-01-09,0.0,0.0,76.0,,-2.2,-12.2,-5.6
USC00439184,2000-01-10,0.0,0.0,76.0,,2.2,-6.7,-2.8
USC00439184,2000-01-11,13.5,25.0,51.0,,3.3,-6.7,2.2
USC00439184,2000-01-12,3.3,152.0,203.0,,6.1,-5.6,-4.4
USC00439184,2000-01-13,0.0,0.0,203.0,,-3.9,-13.3,-12.2
USC00439184,2000-01-14,0.0,0.0,203.0,,-8.9,-23.9,-22.8
USC00439184,2000-01-15,0.0,0.0,203.0,,-18.3,-26.7,-25.0
USC00439184,2000-01-16,0.0,20.0,229.0,,-12.2,-24.4,-12.2
USC00439184,2000-01-17,9.7,229.0,229.0,,-4.4,-27.8,-27.2
USC00439184,2000-01-18,0.0,0.0,229.0,,-10.0,-31.7,-29.4
USC00439184,2000-01-19,0.0,0.0,229.0,,-14.4,-32.2,-30.0
USC00439184,2000-01-20,0.0,0.0,229.0,,-11.7,-23.9,-26.7
USC00439184,2000-01-21,0.0,0.0,229.0,,-10.0,-17.8,-16.1
USC00439184,2000-01-22,1.3,51.0,279.0,,-16.7,-26.7,-25.6
USC00439184,2000-01-23,0.0,0.0,279.0,,-18.9,-31.1,-30.6
USC00439184,2000-01-24,0.0,0.0,279.0,,-10.0,-16.1,-10.0
USC00439184,2000-01-25,0.0,0.0,279.0,,-0.6,-18.9,-14.4
USC00439184,2000-01-26,19.6,267.0,508.0,,-5.6,-11.7,-10.0
USC00439184,2000-01-27,0.5,64.0,559.0,,-6.7,-20.6,-19.4
USC00439184,2000-01-28,0.0,0.0,559.0,,-16.7,-22.2,-21.7
USC00439184,2000-01-29,0.0,0.0,559.0,,-15.0,-22.2,-15.0
USC00439184,2000-01-30,0.0,0.0,559.0,,-22.2,-23.3,-13.3
USC00439184,2000-01-31,6.4,102.0,660.0,,0.0,-23.3,-3.9
USC00439184,2000-02-01,3.8,102.0,711.0,,-1.1,-6.7,-6.7
USC00439184,2000-02-02,0.0,25.0,737.0,,-2.2,-17.8,-17.8
USC00439184,2000-02-03,0.0,0.0,737.0,,-15.0,-22.2,-22.2
USC00439184,2000-02-04,0.0,0.0,737.0,,-5.6,-25.6,-18.9
USC00439184,2000-02-05,0.0,0.0,737.0,,-3.3,-23.3,-23.3
USC00439184,2000-02-06,2.8,89.0,813.0,,-3.3,-24.4,-15.6
USC00439184,2000-02-07,0.0,0.0,813.0,,-5.6,-22.2,-6.1
USC00439184,2000-02-08,0.8,38.0,838.0,,-3.3,-28.9,-27.8
USC00439184,2000-02-09,0.0,0.0,838.0,,-3.3,-26.7,-11.7
USC00439184,2000-02-10,0.0,0.0,838.0,,0.0,-12.2,-10.0
USC00439184,2000-02-11,4.3,89.0,914.0,,0.6,-11.7,-3.3
USC00439184,2000-02-12,4.1,64.0,965.0,,0.0,-17.8,-16.7
USC00439184,2000-02-13,0.0,0.0,965.0,,-8.3,-27.2,-11.1
USC00439184,2000-02-14,8.9,102.0,1067.0,,-3.3,-27.2,-5.6
USC00439184,2000-02-15,15.5,64.0,914.0,,0.0,-8.9,-8.9
USC00439184,2000-02-16,0.0,0.0,914.0,,-3.3,-17.8,-7.8
USC00439184,2000-02-17,4.6,102.0,991.0,,-2.2,-16.7,-15.6
USC00439184,2000-02-18,0.0,0.0,991.0,,-13.3,-27.2,-11.7
USC00439184,2000-02-19,8.9,178.0,1168.0,,-8.9,-10.0,-10.0
USC00439184,2000-02-20,0.0,13.0,1168.0,,0.0,-10.0,-7.8
USC00439184,2000-02-21,1.8,51.0,1219.0,,-1.7,-17.8,-17.2
USC00439184,2000-02-22,0.0,0.0,1219.0,,-1.7,-17.8,-12.2
USC00439184,2000-02-23,0.0,0.0,1168.0,,5.6,-12.8,-1.1
USC00439184,2000-02-24,0.0,0.0,1016.0,,7.2,-1.1,1.1
USC00439184,2000-02-25,4.3,0.0,914.0,,10.0,0.0,2.2
USC00439184,2000-02-26,8.9,0.0,813.0,,2.8,-3.3,-2.2
USC00439184,2000-02-27,1.5,0.0,762.0,,3.3,-2.2,3.3
USC00439184,2000-02-28,7.1,0.0,508.0,,3.3,2.2,2.2
USC00439184,2000-02-29,0.0,0.0,508.0,,3.9,-4.4,-3.9
USC00439184,2000-03-01,0.0,0.0,483.0,,2.8,-10.0,-8.9
