STATION,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USC00439184,1989-12-01,2.0,51.0,178.0,,,,
USC00439184,1989-12-02,0.0,0.0,178.0,,,,
USC00439184,1989-12-03,5.3,89.0,254.0,,,,
USC00439184,1989-12-04,3.8,64.0,330.0,,,,
USC00439184,1989-12-05,0.0,0.0,330.0,,,,
USC00439184,1989-12-06,0.0,0.0,330.0,,,,
USC00439184,1989-12-07,6.4,81.0,381.0,,,,
USC00439184,1989-12-08,0.0,0.0,381.0,,,,
USC00439184,1989-12-09,0.0,0.0,381.0,,,,
USC00439184,1989-12-10,0.0,0.0,381.0,,,,
USC00439184,1989-12-11,0.0,0.0,381.0,,,,
USC00439184,1989-12-12,0.0,0.0,381.0,,,,
USC00439184,1989-12-13,0.0,0.0,381.0,,,,
USC00439184,1989-12-14,0.0,0.0,381.0,,,,
USC00439184,1989-12-15,0.0,0.0,381.0,,,,
USC00439184,1989-12-16,5.3,102.0,483.0,,,,
USC00439184,1989-12-17,7.9,152.0,610.0,,,,
USC00439184,1989-12-18,0.0,0.0,610.0,,,,
USC00439184,1989-12-19,0.0,13.0,610.0,,,,
USC00439184,1989-12-20,0.0,0.0,610.0,,,,
USC00439184,1989-12-21,1.3,25.0,635.0,,,,
USC00439184,1989-12-22,0.3,0.0,635.0,,,,
USC00439184,1989-12-23,0.0,0.0,635.0,,,,
USC00439184,1989-12-24,0.0,0.0,635.0,,,,
USC00439184,1989-12-25,0.0,0.0,635.0,,,,
USC00439184,1989-12-26,0.8,25.0,635.0,,,,
USC00439184,1989-12-27,3.0,64.0,686.0,,,,
USC00439184,1989-12-28,0.0,0.0,686.0,,,,
USC00439184,1989-12-29,0.0,0.0,686.0,,,,
USC00439184,1989-12-30,0.0,0.0,686.0,,,,
USC00439184,1989-12-31,0.0,0.0,686.0,,,,
USC00439184,1990-01-01,7.6,0.0,305.0,,,,
USC00439184,1990-01-02,1.8,25.0,305.0,,,,
USC00439184,1990-01-03,0.0,0.0,305.0,,,,
USC00439184,1990-01-04,0.0,0.0,305.0,,,,
USC00439184,1990-01-05,0.0,0.0,279.0,,,,
USC00439184,1990-01-06,0.0,0.0,279.0,,,,
USC00439184,1990-01-07,1.5,38.0,330.0,,,,
USC00439184,1990-01-08,0.3,10.0,330.0,,,,
USC00439184,1990-01-09,0.0,0.0,330.0,,,,
USC00439184,1990-01-10,0.0,0.0,305.0,,,,
USC00439184,1990-01-11,0.0,0.0,305.0,,,,
USC00439184,1990-01-12,5.8,64.0,381.0,,,,
USC00439184,1990-01-13,2.8,18.0,432.0,,,,
USC00439184,1990-01-14,0.5,5.0,432.0,,,,
USC00439184,1990-01-15,0.5,5.0,432.0,,,,
USC00439184,1990-01-16,3.0,25.0,457.0,,,,
USC00439184,1990-01-17,1.0,25.0,432.0,,,,
USC00439184,1990-01-18,6.1,0.0,,,,,
USC00439184,1990-01-19,5.3,25.0,,,,,
USC00439184,1990-01-20,0.0,0.0,229.0,,,,
USC00439184,1990-01-21,1.0,20.0,254.0,,,,
USC00439184,1990-01-22,6.4,81.0,330.0,,,,
USC00439184,1990-01-23,2.8,66.0,406.0,,,,
USC00439184,1990-01-24,1.0,25.0,432.0,,,,
USC00439184,1990-01-25,0.0,0.0,,,,,
USC00439184,1990-01-26,6.6,0.0,,,,,
USC00439184,1990-01-27,9.1,0.0,305.0,,,,
USC00439184,1990-01-28,0.0,0.0,305.0,,,,
USC00439184,1990-01-29,0.0,0.0,305.0,,,,
USC00439184,1990-01-30,25.9,279.0,584.0,,,,
USC00439184,1990-01-31,3.8,102.0,686.0,,,,
USC00439184,1990-02-01,0.0,0.0,660.0,,,,
USC00439184,1990-02-02,0.0,0.0,635.0,,,,
USC00439184,1990-02-03,0.0,0.0,610.0,,,,
USC00439184,1990-02-04,7.1,76.0,686.0,,,,
USC00439184,1990-02-05,10.4,178.0,864.0,,,,
USC00439184,1990-02-06,0.0,0.0,864.0,,,,
USC00439184,1990-02-07,1.3,20.0,864.0,,,,
USC00439184,1990-02-08,0.0,0.0,,,,,
USC00439184,1990-02-09,0.0,0.0,,,,,
USC00439184,1990-02-10,1.5,0.0,,,,,
USC00439184,1990-02-11,4.8,0.0,559.0,,,,
USC00439184,1990-02-12,0.0,0.0,559.0,,,,
USC00439184,1990-02-13,0.0,0.0,559.0,,,,
USC00439184,1990-02-14,1.8,15.0,559.0,,,,
USC00439184,1990-02-15,0.0,0.0,559.0,,,,
USC00439184,1990-02-16,24.9,203.0,762.0,,,,
USC00439184,1990-02-17,8.4,0.0,,,,,
USC00439184,1990-02-18,0.5,0.0,,,,,
USC00439184,1990-02-19,0.0,0.0,,,,,
USC00439184,1990-02-20,0.5,0.0,,,,,
USC00439184,1990-02-21,0.0,0.0,,,,,
USC00439184,1990-02-22,0.0,0.0,,,,,
USC00439184,1990-02-23,9.4,0.0,,,,,
USC00439184,1990-02-24,6.6,38.0,,,,,
USC00439184,1990-02-25,0.0,0.0,559.0,,,,
USC00439184,1990-02-26,0.0,0.0,559.0,,,,
USC00439184,1990-02-27,0.0,0.0,559.0,,,,
USC00439184,1990-02-28,2.5,51.0,610.0,,,,
USC00439184,1990-03-01,0.0,0.0,610.0,,,,
USC00439184,1990-03-02,0.0,0.0,610.0,,,,
USC00439184,1990-03-03,0.0,0.0,610.0,,,,
USC00439184,1990-03-04,0.0,0.0,584.0,,,,
USC00439184,1990-03-05,0.0,0.0,584.0,,,,
USC00439184,1990-03-06,0.0,0.0,584.0,,,,
USC00439184,1990-03-07,0.0,0.0,584.0,,,,
USC00439184,1990-03-08,0.0,0.0,584.0,,,,
USC00439184,1990-03-09,0.0,0.0,584.0,,,,
USC00439184,1990-03-10,0.0,0.0,,,,,
USC00439184,1990-03-11,0.0,0.0,,,,,
USC00439184,1990-03-12,0.0,0.0,,,,,
USC00439184,1990-03-13,4.6,0.0,,,,,
USC00439184,1990-03-14,1.0,0.0,,,,,
USC00439184,1990-03-15,0.0,0.0,,,,,
USC00439184,1990-03-16,0.0,0.0,,,,,
USC00439184,1990-03-17,0.0,0.0,,,,,
