STATION,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USC00439099,1988-03-08,0.0,0.0,584.0,6.7,-14.4
USC00439099,1988-03-09,0.0,0.0,584.0,1.7,-13.9
USC00439099,1988-03-10,8.1,0.0,559.0,6.1,-5.6
USC00439099,1988-03-11,0.0,0.0,559.0,0.6,-7.2
USC00439099,1988-03-12,0.0,0.0,533.0,-5.6,-21.1
USC00439099,1988-03-13,0.3,0.0,533.0,-1.7,-18.9
USC00439099,1988-03-14,6.1,64.0,584.0,3.3,-6.1
USC00439099,1988-03-15,0.0,0.0,559.0,2.8,-6.1
USC00439099,1988-03-16,2.0,25.0,584.0,1.7,-3.9
USC00439099,1988-03-17,0.0,0.0,559.0,2.2,-16.1
USC00439099,1988-03-18,0.0,0.0,559.0,5.0,-15.0
USC00439099,1988-03-19,1.5,25.0,584.0,3.3,-14.4
USC00439099,1988-03-20,0.0,0.0,559.0,2.8,-20.6
USC00439099,1988-03-21,2.5,25.0,584.0,-4.4,-25.0
USC00439099,1988-03-22,0.0,0.0,584.0,-12.2,-21.7
USC00439099,1988-03-23,0.0,0.0,584.0,-2.2,-22.2
USC00439099,1988-03-24,0.5,0.0,533.0,6.7,-19.4
USC00439099,1988-03-25,0.0,0.0,508.0,11.1,-5.6
USC00439099,1988-03-26,10.4,0.0,457.0,7.8,-5.0
USC00439099,1988-03-27,8.1,0.0,432.0,8.9,0.6
USC00439099,1988-03-28,6.1,0.0,432.0,5.6,-2.8
USC00439099,1988-03-29,0.0,0.0,406.0,1.7,-9.4
USC00439099,1988-03-30,0.0,0.0,406.0,11.7,-6.7
USC00439099,1988-03-31,0.0,0.0,330.0,14.4,-1.7
USC00439099,1988-04-01,0.0,0.0,305.0,11.1,-4.4
USC00439099,1988-04-02,0.0,0.0,254.0,13.3,-3.3
USC00439099,1988-04-03,0.0,0.0,102.0,16.7,-1.7
USC00439099,1988-04-04,1.0,0.0,51.0,8.3,0.6
USC00439099,1988-04-05,3.0,0.0,0.0,12.8,3.3
USC00439099,1988-04-06,3.0,0.0,0.0,11.1,1.1
USC00439099,1988-04-07,0.0,0.0,0.0,18.3,-2.2
USC00439099,1988-04-08,0.0,0.0,0.0,14.4,-1.1
USC00439099,1988-04-09,0.0,0.0,0.0,9.4,1.7
USC00439099,1988-04-10,0.0,0.0,0.0,11.7,1.1
USC00439099,1988-04-11,0.3,0.0,0.0,8.9,0.6
USC00439099,1988-04-12,0.0,0.0,0.0,9.4,-5.0
USC00439099,1988-04-13,0.0,0.0,0.0,13.9,-6.7
USC00439099,1988-04-14,0.0,0.0,0.0,15.0,-5.6
USC00439099,1988-04-15,0.5,0.0,0.0,15.0,-5.0
USC00439099,1988-04-16,7.4,51.0,51.0,4.4,0.0
USC00439099,1988-04-17,15.7,178.0,229.0,1.7,0.0
USC00439099,1988-04-18,1.0,0.0,51.0,9.4,0.0
USC00439099,1988-04-19,0.0,0.0,0.0,13.9,-3.9
USC00439099,1988-04-20,0.3,0.0,0.0,7.2,-2.8
USC00439099,1988-04-21,1.3,13.0,25.0,2.8,-5.0
USC00439099,1988-04-22,1.0,13.0,25.0,7.2,-2.8
USC00439099,1988-04-23,2.0,0.0,0.0,4.4,-5.6
USC00439099,1988-04-24,6.6,0.0,0.0,11.7,-4.4
USC00439099,1988-04-25,8.1,0.0,0.0,5.6,1.1
USC00439099,1988-04-26,0.8,0.0,0.0,6.7,-2.2
USC00439099,1988-04-27,0.0,0.0,0.0,16.1,-2.8
USC00439099,1988-04-28,0.0,0.0,0.0,15.0,-1.1
USC00439099,1988-04-29,21.1,0.0,0.0,10.6,3.3
USC00439099,1988-04-30,0.0,0.0,0.0,11.7,3.3
USC00439099,1988-05-01,0.5,0.0,0.0,10.0,1.7
USC00439099,1988-05-02,0.0,0.0,0.0,7.2,1.7
USC00439099,1988-05-03,0.0,0.0,0.0,10.6,-2.8
USC00439099,1988-05-04,0.0,0.0,0.0,15.0,-1.1
USC00439099,1988-05-05,0.0,0.0,0.0,19.4,-1.1
USC00439099,1988-05-06,0.0,0.0,0.0,25.6,1.7
USC00439099,1988-05-07,0.0,0.0,0.0,24.4,8.3
USC00439099,1988-05-08,0.0,0.0,0.0,18.3,-3.3
USC00439099,1988-05-09,0.0,0.0,0.0,22.8,-1.1
USC00439099,1988-05-10,0.0,0.0,0.0,26.1,1.1
USC00439099,1988-05-11,0.0,0.0,0.0,17.2,8.3
USC00439099,1988-05-12,3.0,0.0,0.0,13.3,0.6
USC00439099,1988-05-13,0.0,0.0,0.0,21.7,1.7
USC00439099,1988-05-14,2.5,0.0,0.0,26.7,-1.7
USC00439099,1988-05-15,0.0,0.0,0.0,16.7,-2.2
USC00439099,1988-05-16,0.0,0.0,0.0,24.4,-0.6
USC00439099,1988-05-17,3.3,0.0,0.0,24.4,8.9
USC00439099,1988-05-18,0.0,0.0,0.0,17.2,7.2
USC00439099,1988-05-19,0.5,0.0,0.0,18.3,7.8
USC00439099,1988-05-20,0.3,0.0,0.0,19.4,11.1
USC00439099,1988-05-21,0.0,0.0,0.0,23.3,13.9
USC00439099,1988-05-22,0.5,0.0,0.0,22.8,13.9
USC00439099,1988-05-23,1.0,0.0,0.0,24.4,9.4
USC00439099,1988-05-24,0.0,0.0,0.0,26.1,10.6
USC00439099,1988-05-25,1.3,0.0,0.0,20.0,3.9
USC00439099,1988-05-26,12.2,0.0,0.0,7.8,4.4
USC00439099,1988-05-27,0.8,0.0,0.0,16.7,4.4
USC00439099,1988-05-28,0.0,0.0,0.0,25.6,7.2
USC00439099,1988-05-29,0.0,0.0,0.0,27.8,6.7
USC00439099,1988-05-30,0.0,0.0,0.0,25.0,6.7
USC00439099,1988-05-31,3.0,0.0,0.0,17.2,8.3
USC00439099,1988-06-01,0.0,0.0,0.0,23.3,2.2
USC00439099,1988-06-02,0.0,0.0,0.0,17.8,3.3
USC00439099,1988-06-03,0.0,0.0,0.0,17.8,3.3
USC00439099,1988-06-04,0.0,0.0,0.0,16.7,1.1
USC00439099,1988-06-05,0.0,0.0,0.0,20.0,3.9
USC00439099,1988-06-06,2.5,0.0,0.0,23.9,6.7
USC00439099,1988-06-07,0.0,0.0,0.0,20.0,0.6
USC00439099,1988-06-08,0.0,0.0,0.0,17.8,-2.2
USC00439099,1988-06-09,0.0,0.0,0.0,16.7,-1.7
USC00439099,1988-06-10,0.0,0.0,0.0,17.2,0.6
USC00439099,1988-06-11,0.0,0.0,0.0,17.2,-2.2
USC00439099,1988-06-12,0.0,0.0,0.0,25.0,0.0
USC00439099,1988-06-13,0.0,0.0,0.0,30.6,7.2
USC00439099,1988-06-14,0.0,0.0,0.0,31.1,9.4
USC00439099,1988-06-15,0.0,0.0,0.0,32.8,11.1
USC00439099,1988-06-16,0.0,0.0,0.0,35.0,11.1
USC00439099,1988-06-17,0.5,0.0,0.0,30.0,12.8
USC00439099,1988-06-18,0.0,0.0,0.0,25.0,4.4
USC00439099,1988-06-19,0.0,0.0,0.0,26.7,5.6
USC00439099,1988-06-20,0.0,0.0,0.0,30.0,8.3
USC00439099,1988-06-21,0.0,0.0,0.0,33.3,12.8
USC00439099,1988-06-22,0.0,0.0,0.0,27.8,7.8
USC00439099,1988-06-23,19.6,0.0,0.0,28.9,12.8
USC00439099,1988-06-24,0.3,0.0,0.0,17.2,1.1
USC00439099,1988-06-25,1.0,0.0,0.0,20.6,3.3
USC00439099,1988-06-26,24.1,0.0,0.0,17.2,10.0
USC00439099,1988-06-27,1.0,0.0,0.0,16.7,7.2
USC00439099,1988-06-28,0.0,0.0,0.0,22.2,3.3
USC00439099,1988-06-29,10.4,0.0,0.0,25.6,1.1
USC00439099,1988-06-30,0.3,0.0,0.0,19.4,2.8
USC00439099,1988-07-01,3.0,,0.0,14.4,4.4
USC00439099,1988-07-02,12.2,0.0,,14.4,5.6
USC00439099,1988-07-03,0.0,0.0,,18.9,5.6
USC00439099,1988-07-04,0.0,0.0,,26.1,6.7
USC00439099,1988-07-05,0.0,0.0,,28.9,8.3
USC00439099,1988-07-06,0.0,0.0,,31.7,10.6
USC00439099,1988-07-07,0.0,0.0,,30.6,13.9
USC00439099,1988-07-08,2.3,0.0,,32.8,15.6
USC00439099,1988-07-09,0.0,0.0,,35.0,16.1
USC00439099,1988-07-10,0.0,0.0,,35.0,17.8
USC00439099,1988-07-11,0.0,0.0,,33.3,15.6
USC00439099,1988-07-12,0.0,0.0,,30.0,16.7
USC00439099,1988-07-13,0.0,0.0,,28.3,10.6
USC00439099,1988-07-14,0.0,0.0,,28.9,9.4
USC00439099,1988-07-15,22.6,0.0,,23.9,8.3
USC00439099,1988-07-16,0.0,0.0,,22.8,10.0
USC00439099,1988-07-17,2.5,0.0,,28.3,11.1
USC00439099,1988-07-18,4.6,0.0,,23.9,17.2
USC00439099,1988-07-19,0.0,0.0,,30.0,17.2
USC00439099,1988-07-20,2.8,0.0,,23.9,15.0
USC00439099,1988-07-21,0.5,0.0,,26.7,16.1
USC00439099,1988-07-22,14.7,0.0,,19.4,14.4
USC00439099,1988-07-23,0.0,0.0,,26.7,12.2
USC00439099,1988-07-24,0.8,0.0,,29.4,13.3
USC00439099,1988-07-25,0.5,0.0,,23.3,16.1
USC00439099,1988-07-26,6.1,0.0,,26.1,14.4
USC00439099,1988-07-27,0.8,0.0,,27.8,15.6
USC00439099,1988-07-28,0.0,0.0,,29.4,14.4
USC00439099,1988-07-29,24.9,0.0,,26.7,12.8
USC00439099,1988-07-30,0.0,0.0,,30.6,13.9
USC00439099,1988-07-31,2.0,0.0,,33.3,15.6
USC00439099,1988-08-01,34.5,0.0,0.0,28.9,11.7
USC00439099,1988-08-02,0.0,0.0,0.0,31.1,12.8
USC00439099,1988-08-03,0.0,0.0,0.0,32.8,13.3
USC00439099,1988-08-04,0.0,0.0,0.0,34.4,16.7
USC00439099,1988-08-05,0.0,0.0,0.0,33.9,17.8
USC00439099,1988-08-06,0.0,0.0,0.0,33.3,17.8
USC00439099,1988-08-07,11.9,0.0,0.0,32.8,16.7
USC00439099,1988-08-08,5.1,0.0,0.0,27.8,17.2
USC00439099,1988-08-09,4.6,0.0,0.0,28.3,14.4
USC00439099,1988-08-10,0.0,0.0,0.0,32.2,15.6
USC00439099,1988-08-11,0.5,0.0,0.0,29.4,14.4
USC00439099,1988-08-12,0.0,0.0,0.0,30.0,14.4
USC00439099,1988-08-13,0.0,0.0,0.0,30.6,13.3
USC00439099,1988-08-14,2.0,0.0,0.0,31.1,15.0
USC00439099,1988-08-15,15.0,0.0,0.0,28.9,17.2
USC00439099,1988-08-16,3.0,0.0,0.0,30.6,16.7
USC00439099,1988-08-17,0.3,0.0,0.0,18.9,11.7
USC00439099,1988-08-18,2.8,0.0,0.0,24.4,11.1
USC00439099,1988-08-19,0.0,0.0,0.0,18.3,1.1
USC00439099,1988-08-20,0.0,0.0,0.0,22.2,1.7
USC00439099,1988-08-21,3.6,0.0,0.0,23.9,6.7
USC00439099,1988-08-22,2.0,0.0,0.0,17.8,3.3
USC00439099,1988-08-23,0.0,0.0,0.0,15.0,-1.1
USC00439099,1988-08-24,0.5,0.0,0.0,22.2,0.0
USC00439099,1988-08-25,10.2,0.0,0.0,14.4,8.3
USC00439099,1988-08-26,0.8,0.0,0.0,23.3,11.1
USC00439099,1988-08-27,0.5,0.0,0.0,25.6,6.7
USC00439099,1988-08-28,5.6,0.0,0.0,27.8,7.8
USC00439099,1988-08-29,31.2,0.0,0.0,22.8,15.6
USC00439099,1988-08-30,13.7,0.0,0.0,17.8,8.3
USC00439099,1988-08-31,0.0,0.0,0.0,20.6,6.7
USC00439099,1988-09-01,0.0,0.0,0.0,21.7,5.0
USC00439099,1988-09-02,0.0,0.0,0.0,23.9,6.1
USC00439099,1988-09-03,0.0,0.0,0.0,26.7,7.2
USC00439099,1988-09-04,0.0,0.0,0.0,26.7,10.0
USC00439099,1988-09-05,11.9,0.0,0.0,17.2,11.7
USC00439099,1988-09-06,3.0,0.0,0.0,20.6,1.7
USC00439099,1988-09-07,0.0,0.0,0.0,16.7,1.7
USC00439099,1988-09-08,0.0,0.0,0.0,18.9,0.6
USC00439099,1988-09-09,0.0,0.0,0.0,23.9,2.8
USC00439099,1988-09-10,0.0,0.0,0.0,23.9,3.9
USC00439099,1988-09-11,0.0,0.0,0.0,23.9,5.0
USC00439099,1988-09-12,0.0,0.0,0.0,16.1,1.7
USC00439099,1988-09-13,0.3,0.0,0.0,19.4,2.8
USC00439099,1988-09-14,2.5,0.0,0.0,20.6,0.0
USC00439099,1988-09-15,3.3,0.0,0.0,16.7,0.6
USC00439099,1988-09-16,0.0,0.0,0.0,12.8,-3.3
USC00439099,1988-09-17,0.0,0.0,0.0,17.8,-2.8
USC00439099,1988-09-18,24.1,0.0,0.0,14.4,1.1
USC00439099,1988-09-19,6.6,0.0,0.0,18.9,10.6
USC00439099,1988-09-20,0.0,0.0,0.0,22.2,7.2
USC00439099,1988-09-21,9.9,0.0,0.0,21.7,11.1
USC00439099,1988-09-22,0.5,0.0,0.0,18.9,7.2
USC00439099,1988-09-23,0.0,0.0,0.0,15.6,3.3
USC00439099,1988-09-24,3.8,0.0,0.0,14.4,1.7
USC00439099,1988-09-25,0.0,0.0,0.0,16.1,-1.1
USC00439099,1988-09-26,0.0,0.0,0.0,17.8,-0.6
USC00439099,1988-09-27,0.0,0.0,0.0,16.1,-1.1
USC00439099,1988-09-28,0.0,0.0,0.0,18.9,-0.6
USC00439099,1988-09-29,0.0,0.0,0.0,13.3,-4.4
USC00439099,1988-09-30,0.0,0.0,0.0,13.3,-3.3
USC00439099,1988-10-01,0.0,0.0,0.0,14.4,2.8
USC00439099,1988-10-02,0.0,0.0,0.0,23.9,6.1
USC00439099,1988-10-03,7.4,0.0,0.0,21.1,6.1
USC00439099,1988-10-04,0.0,0.0,0.0,11.7,4.4
USC00439099,1988-10-05,0.0,0.0,0.0,13.9,1.1
USC00439099,1988-10-06,7.6,0.0,0.0,6.7,0.6
USC00439099,1988-10-07,0.0,0.0,0.0,6.7,-6.1
USC00439099,1988-10-08,0.0,0.0,0.0,8.9,-6.1
USC00439099,1988-10-09,2.5,0.0,0.0,6.1,-0.6
USC00439099,1988-10-10,1.0,0.0,0.0,5.0,-5.6
USC00439099,1988-10-11,2.5,0.0,0.0,11.1,-2.8
USC00439099,1988-10-12,5.3,0.0,0.0,11.1,1.1
USC00439099,1988-10-13,1.0,0.0,0.0,4.4,-1.1
USC00439099,1988-10-14,0.0,0.0,0.0,1.7,-5.0
USC00439099,1988-10-15,0.3,0.0,0.0,8.9,-3.3
USC00439099,1988-10-16,0.0,0.0,0.0,15.0,3.9
USC00439099,1988-10-17,0.0,0.0,0.0,16.7,1.7
USC00439099,1988-10-18,0.0,0.0,0.0,16.1,5.0
USC00439099,1988-10-19,10.4,0.0,0.0,16.7,-2.2
USC00439099,1988-10-20,0.0,0.0,0.0,6.7,-2.8
USC00439099,1988-10-21,0.0,0.0,0.0,4.4,-9.4
USC00439099,1988-10-22,8.4,,25.0,8.3,-8.9
USC00439099,1988-10-23,3.8,0.0,0.0,7.8,0.6
USC00439099,1988-10-24,0.3,0.0,0.0,7.8,0.6
USC00439099,1988-10-25,6.4,0.0,0.0,8.9,-2.2
USC00439099,1988-10-26,0.0,0.0,0.0,7.2,-3.3
USC00439099,1988-10-27,0.0,0.0,0.0,8.9,-6.7
USC00439099,1988-10-28,0.0,0.0,0.0,8.9,-5.6
USC00439099,1988-10-29,3.3,0.0,0.0,8.9,-5.0
USC00439099,1988-10-30,2.5,13.0,25.0,5.0,-3.3
USC00439099,1988-10-31,0.0,0.0,0.0,1.1,-10.0
USC00439099,1988-11-01,0.0,0.0,0.0,3.9,-10.6
USC00439099,1988-11-02,29.2,0.0,0.0,5.6,-8.9
USC00439099,1988-11-03,5.8,25.0,25.0,5.0,-1.1
USC00439099,1988-11-04,0.0,13.0,51.0,2.2,-7.8
USC00439099,1988-11-05,0.0,0.0,,5.6,-6.7
USC00439099,1988-11-06,6.6,0.0,,17.8,-2.8
USC00439099,1988-11-07,0.0,0.0,,15.6,0.6
USC00439099,1988-11-08,7.1,0.0,,7.2,-1.7
USC00439099,1988-11-09,4.1,0.0,,6.1,0.0
USC00439099,1988-11-10,0.0,0.0,,5.6,0.6
USC00439099,1988-11-11,1.3,0.0,,9.4,1.7
USC00439099,1988-11-12,0.0,0.0,,4.4,-4.4
USC00439099,1988-11-13,0.0,0.0,,1.7,-8.3
USC00439099,1988-11-14,13.0,0.0,,3.9,-4.4
USC00439099,1988-11-15,2.5,0.0,,7.2,-1.1
USC00439099,1988-11-16,0.0,0.0,,4.4,-6.1
USC00439099,1988-11-17,2.0,0.0,,12.2,-6.1
USC00439099,1988-11-18,10.7,0.0,,12.2,-0.6
USC00439099,1988-11-19,0.0,0.0,,3.9,-8.9
USC00439099,1988-11-20,0.5,0.0,0.0,1.1,-8.9
USC00439099,1988-11-21,34.0,0.0,0.0,2.2,-2.8
USC00439099,1988-11-22,1.3,25.0,51.0,0.6,-3.9
USC00439099,1988-11-23,0.0,0.0,25.0,0.0,-13.9
USC00439099,1988-11-24,0.0,0.0,25.0,0.0,-12.8
USC00439099,1988-11-25,0.0,0.0,25.0,-2.2,-15.0
USC00439099,1988-11-26,0.0,0.0,25.0,0.0,-12.8
USC00439099,1988-11-27,0.0,0.0,25.0,5.6,-12.2
USC00439099,1988-11-28,4.3,0.0,0.0,8.3,-3.3
USC00439099,1988-11-29,10.2,13.0,25.0,5.6,-3.3
USC00439099,1988-11-30,0.0,0.0,25.0,-1.1,-9.4
USC00439099,1988-12-01,0.8,13.0,25.0,3.3,-3.9
USC00439099,1988-12-02,0.0,0.0,25.0,3.9,-6.1
USC00439099,1988-12-03,0.8,13.0,25.0,1.1,-5.0
USC00439099,1988-12-04,1.0,13.0,25.0,6.1,-9.4
USC00439099,1988-12-05,0.3,0.0,25.0,-7.2,-16.7
USC00439099,1988-12-06,0.0,0.0,25.0,-8.9,-19.4
USC00439099,1988-12-07,0.0,0.0,25.0,-1.7,-13.3
USC00439099,1988-12-08,0.3,0.0,25.0,1.1,-11.1
USC00439099,1988-12-09,0.5,13.0,51.0,-3.3,-19.4
USC00439099,1988-12-10,0.5,13.0,51.0,-4.4,-21.7
USC00439099,1988-12-11,0.0,0.0,51.0,-12.2,-25.0
USC00439099,1988-12-12,0.0,0.0,51.0,-16.7,-28.3
USC00439099,1988-12-13,0.0,0.0,51.0,-13.3,-28.3
USC00439099,1988-12-14,1.3,25.0,76.0,-3.9,-19.4
USC00439099,1988-12-15,7.1,102.0,178.0,0.6,-6.7
USC00439099,1988-12-16,1.5,13.0,203.0,2.2,-25.6
USC00439099,1988-12-17,0.0,0.0,203.0,-15.0,-27.8
USC00439099,1988-12-18,0.0,0.0,203.0,-11.7,-27.8
USC00439099,1988-12-19,0.0,0.0,178.0,-10.0,-26.7
USC00439099,1988-12-20,0.0,0.0,178.0,-1.7,-23.9
USC00439099,1988-12-21,2.0,0.0,127.0,2.2,-8.3
USC00439099,1988-12-22,0.0,0.0,127.0,6.7,-14.4
USC00439099,1988-12-23,0.0,0.0,127.0,-8.3,-20.0
USC00439099,1988-12-24,3.0,25.0,152.0,-0.6,-16.1
USC00439099,1988-12-25,7.1,25.0,178.0,2.8,-3.3
USC00439099,1988-12-26,4.3,76.0,254.0,2.8,-10.6
USC00439099,1988-12-27,0.0,0.0,229.0,-7.8,-23.3
USC00439099,1988-12-28,16.0,102.0,305.0,0.6,-21.7
USC00439099,1988-12-29,11.2,51.0,356.0,1.1,-15.0
USC00439099,1988-12-30,0.0,0.0,330.0,-11.1,-19.4
USC00439099,1988-12-31,0.0,0.0,330.0,-8.3,-18.3
USC00439099,1989-01-01,0.8,13.0,330.0,-2.8,-23.3
USC00439099,1989-01-02,0.0,0.0,330.0,-7.8,-22.8
USC00439099,1989-01-03,4.6,89.0,432.0,-1.1,-10.6
USC00439099,1989-01-04,15.2,0.0,406.0,-6.1,-27.8
USC00439099,1989-01-05,0.3,0.0,406.0,-21.1,-27.8
USC00439099,1989-01-06,0.0,0.0,406.0,-15.6,-33.9
USC00439099,1989-01-07,0.0,0.0,381.0,-13.3,-33.3
USC00439099,1989-01-08,0.0,0.0,381.0,0.6,-16.7
USC00439099,1989-01-09,5.6,25.0,381.0,2.8,-6.7
USC00439099,1989-01-10,0.5,13.0,381.0,-3.3,-21.1
USC00439099,1989-01-11,1.0,25.0,406.0,-3.3,-21.1
USC00439099,1989-01-12,0.5,25.0,406.0,-3.3,-25.6
USC00439099,1989-01-13,2.3,13.0,381.0,2.2,-24.4
USC00439099,1989-01-14,0.3,0.0,381.0,-4.4,-23.3
USC00439099,1989-01-15,2.0,13.0,381.0,1.7,-23.3
USC00439099,1989-01-16,0.0,0.0,356.0,5.0,-3.9
USC00439099,1989-01-17,3.0,38.0,406.0,0.0,-12.8
USC00439099,1989-01-18,3.0,51.0,432.0,-1.1,-12.8
USC00439099,1989-01-19,3.6,51.0,483.0,1.7,-4.4
