STATION,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USC00438172,1999-05-01,0.0,0.0,,20.6,-2.2
USC00438172,1999-05-02,0.0,0.0,0.0,23.9,-0.6
USC00438172,1999-05-03,0.0,0.0,0.0,25.6,0.6
USC00438172,1999-05-04,0.0,0.0,0.0,26.1,0.6
USC00438172,1999-05-05,5.6,0.0,0.0,23.9,5.0
USC00438172,1999-05-06,0.3,0.0,0.0,21.7,8.3
USC00438172,1999-05-07,0.0,0.0,0.0,24.4,10.6
USC00438172,1999-05-08,0.0,0.0,0.0,22.8,14.4
USC00438172,1999-05-09,8.9,0.0,0.0,23.9,12.8
USC00438172,1999-05-10,42.2,0.0,0.0,21.7,6.7
USC00438172,1999-05-11,1.3,0.0,0.0,9.4,-5.0
USC00438172,1999-05-12,0.0,0.0,0.0,15.6,-6.7
USC00438172,1999-05-13,0.0,0.0,0.0,13.3,-5.6
USC00438172,1999-05-14,0.0,0.0,0.0,19.4,-5.0
USC00438172,1999-05-15,0.0,0.0,0.0,21.1,-3.3
USC00438172,1999-05-16,0.0,0.0,0.0,26.7,-1.7
USC00438172,1999-05-17,0.0,0.0,0.0,26.7,-1.7
USC00438172,1999-05-18,0.0,0.0,0.0,25.6,1.7
USC00438172,1999-05-19,0.0,0.0,0.0,27.2,5.6
USC00438172,1999-05-20,52.3,0.0,0.0,27.2,5.0
USC00438172,1999-05-21,0.0,0.0,0.0,15.0,-1.1
USC00438172,1999-05-22,0.0,0.0,0.0,21.1,-0.6
USC00438172,1999-05-23,0.0,0.0,0.0,27.2,5.0
USC00438172,1999-05-24,0.0,0.0,0.0,27.2,9.4
USC00438172,1999-05-25,6.4,0.0,0.0,16.7,6.7
USC00438172,1999-05-26,5.1,0.0,0.0,,4.4
USC00438172,1999-05-27,3.0,0.0,0.0,15.6,4.4
USC00438172,1999-05-28,3.0,0.0,0.0,16.1,0.6
USC00438172,1999-05-29,0.0,0.0,0.0,23.3,1.7
USC00438172,1999-05-30,0.0,0.0,0.0,27.2,3.9
USC00438172,1999-05-31,0.0,0.0,0.0,31.1,7.2
USC00438172,1999-06-01,0.0,0.0,,32.8,8.9
USC00438172,1999-06-02,21.8,0.0,0.0,29.4,11.1
USC00438172,1999-06-03,0.8,0.0,0.0,27.2,15.0
USC00438172,1999-06-04,1.3,0.0,0.0,23.9,6.7
USC00438172,1999-06-05,0.0,0.0,0.0,23.3,0.6
USC00438172,1999-06-06,0.0,0.0,0.0,26.7,4.4
USC00438172,1999-06-07,10.2,0.0,0.0,25.6,8.3
USC00438172,1999-06-08,2.5,0.0,0.0,32.2,14.4
USC00438172,1999-06-09,2.5,0.0,0.0,28.9,12.8
USC00438172,1999-06-10,1.0,0.0,0.0,18.3,9.4
USC00438172,1999-06-11,0.3,0.0,0.0,25.0,3.3
USC00438172,1999-06-12,0.0,0.0,0.0,30.0,3.3
USC00438172,1999-06-13,0.0,0.0,0.0,32.2,5.6
USC00438172,1999-06-14,0.0,0.0,0.0,31.7,8.3
USC00438172,1999-06-15,23.9,0.0,0.0,26.7,8.3
USC00438172,1999-06-16,0.0,0.0,0.0,18.9,-3.3
USC00438172,1999-06-17,0.0,0.0,0.0,25.6,1.7
USC00438172,1999-06-18,16.8,0.0,0.0,22.2,6.1
USC00438172,1999-06-19,4.1,0.0,0.0,21.1,1.7
USC00438172,1999-06-20,0.0,0.0,0.0,25.6,5.0
USC00438172,1999-06-21,0.0,0.0,0.0,27.2,7.8
USC00438172,1999-06-22,0.0,0.0,0.0,27.8,6.1
USC00438172,1999-06-23,0.0,0.0,0.0,30.0,7.8
USC00438172,1999-06-24,0.0,0.0,0.0,30.6,10.6
USC00438172,1999-06-25,2.8,0.0,0.0,27.2,7.8
USC00438172,1999-06-26,2.0,0.0,0.0,26.7,8.9
USC00438172,1999-06-27,0.0,0.0,0.0,31.7,8.3
USC00438172,1999-06-28,0.0,0.0,0.0,35.0,14.4
USC00438172,1999-06-29,18.8,0.0,0.0,31.1,16.7
USC00438172,1999-06-30,8.1,0.0,0.0,28.3,6.1
USC00438172,1999-07-01,0.0,0.0,0.0,27.8,8.9
USC00438172,1999-07-02,5.1,0.0,0.0,26.1,11.1
USC00438172,1999-07-03,7.1,0.0,0.0,28.9,8.9
USC00438172,1999-07-04,0.0,0.0,0.0,28.9,14.4
USC00438172,1999-07-05,20.1,0.0,0.0,31.1,16.1
USC00438172,1999-07-06,2.8,0.0,0.0,30.6,17.8
USC00438172,1999-07-07,15.2,0.0,0.0,30.0,17.8
USC00438172,1999-07-08,8.1,0.0,0.0,29.4,13.9
USC00438172,1999-07-09,1.5,0.0,0.0,25.0,8.3
USC00438172,1999-07-10,12.7,0.0,0.0,20.6,5.6
USC00438172,1999-07-11,1.3,0.0,0.0,22.2,6.7
USC00438172,1999-07-12,0.0,0.0,0.0,22.8,4.4
USC00438172,1999-07-13,0.0,0.0,0.0,22.2,2.2
USC00438172,1999-07-14,0.0,0.0,0.0,28.3,5.6
USC00438172,1999-07-15,0.0,0.0,0.0,27.8,5.0
USC00438172,1999-07-16,0.0,0.0,0.0,29.4,7.2
USC00438172,1999-07-17,0.0,0.0,0.0,31.1,9.4
USC00438172,1999-07-18,0.0,0.0,0.0,32.8,12.8
USC00438172,1999-07-19,0.0,0.0,0.0,33.9,10.0
USC00438172,1999-07-20,3.0,0.0,0.0,30.6,4.4
USC00438172,1999-07-21,0.0,0.0,0.0,23.3,2.2
USC00438172,1999-07-22,0.0,0.0,0.0,23.9,5.6
USC00438172,1999-07-23,0.0,0.0,0.0,28.9,8.3
USC00438172,1999-07-24,0.5,0.0,0.0,31.7,12.8
USC00438172,1999-07-25,13.0,0.0,0.0,30.6,13.9
USC00438172,1999-07-26,3.0,0.0,0.0,22.2,12.2
USC00438172,1999-07-27,4.1,0.0,0.0,28.3,11.1
USC00438172,1999-07-28,0.0,0.0,0.0,26.7,8.3
USC00438172,1999-07-29,1.5,0.0,0.0,30.6,9.4
USC00438172,1999-07-30,0.0,0.0,0.0,31.7,14.4
USC00438172,1999-07-31,0.0,0.0,0.0,21.1,10.6
USC00438172,1999-08-01,2.5,0.0,0.0,33.9,13.9
USC00438172,1999-08-02,0.0,0.0,0.0,29.4,6.1
USC00438172,1999-08-03,0.0,0.0,0.0,23.3,2.8
USC00438172,1999-08-04,0.0,0.0,0.0,25.0,6.1
USC00438172,1999-08-05,12.4,0.0,0.0,23.9,6.1
USC00438172,1999-08-06,2.5,0.0,0.0,26.7,7.8
USC00438172,1999-08-07,2.8,0.0,0.0,21.1,9.4
USC00438172,1999-08-08,0.5,0.0,0.0,23.3,8.3
USC00438172,1999-08-09,10.7,0.0,0.0,18.3,6.7
USC00438172,1999-08-10,0.3,0.0,0.0,18.3,0.0
USC00438172,1999-08-11,0.0,0.0,0.0,21.1,1.1
USC00438172,1999-08-12,0.0,0.0,0.0,25.6,7.2
USC00438172,1999-08-13,0.0,0.0,0.0,27.8,6.1
USC00438172,1999-08-14,4.8,0.0,0.0,27.2,7.2
USC00438172,1999-08-15,4.1,0.0,0.0,25.6,7.2
USC00438172,1999-08-16,0.0,0.0,0.0,24.4,4.4
USC00438172,1999-08-17,0.0,0.0,0.0,26.7,5.0
USC00438172,1999-08-18,2.3,0.0,0.0,29.4,11.7
USC00438172,1999-08-19,2.0,0.0,0.0,24.4,7.2
USC00438172,1999-08-20,0.5,0.0,0.0,26.7,4.4
USC00438172,1999-08-21,0.0,0.0,0.0,27.8,6.1
USC00438172,1999-08-22,7.4,0.0,0.0,15.6,9.4
USC00438172,1999-08-23,0.0,0.0,0.0,22.8,5.0
USC00438172,1999-08-24,0.8,0.0,0.0,29.4,5.6
USC00438172,1999-08-25,0.0,0.0,0.0,30.6,6.7
USC00438172,1999-08-26,0.0,0.0,0.0,30.6,7.8
USC00438172,1999-08-27,0.0,0.0,0.0,30.6,8.3
USC00438172,1999-08-28,0.0,0.0,0.0,26.7,10.6
USC00438172,1999-08-29,0.3,0.0,0.0,30.6,7.8
USC00438172,1999-08-30,0.0,0.0,0.0,22.2,6.1
USC00438172,1999-08-31,0.0,0.0,0.0,21.7,-0.6
USC00438172,1999-09-01,0.0,0.0,0.0,28.3,0.6
USC00438172,1999-09-02,0.0,0.0,0.0,32.2,1.7
USC00438172,1999-09-03,0.0,0.0,0.0,33.3,3.9
USC00438172,1999-09-04,0.0,0.0,0.0,34.4,5.6
USC00438172,1999-09-05,0.0,0.0,0.0,35.6,10.6
USC00438172,1999-09-06,0.0,0.0,0.0,29.4,13.9
USC00438172,1999-09-07,3.0,0.0,0.0,27.8,15.6
USC00438172,1999-09-08,2.3,0.0,0.0,29.4,15.6
USC00438172,1999-09-09,4.6,,0.0,,12.2
USC00438172,1999-09-10,2.3,0.0,0.0,28.9,8.9
USC00438172,1999-09-11,24.6,0.0,0.0,22.2,2.2
USC00438172,1999-09-12,1.3,0.0,0.0,27.8,-2.2
USC00438172,1999-09-13,1.3,0.0,0.0,26.1,1.7
USC00438172,1999-09-14,0.5,0.0,0.0,26.1,11.7
USC00438172,1999-09-15,0.5,0.0,0.0,25.6,8.9
USC00438172,1999-09-16,5.3,0.0,0.0,26.1,9.4
USC00438172,1999-09-17,88.9,0.0,0.0,15.0,2.2
USC00438172,1999-09-18,38.4,0.0,0.0,12.2,-3.9
USC00438172,1999-09-19,0.0,0.0,0.0,19.4,-3.9
USC00438172,1999-09-20,0.0,0.0,0.0,24.4,1.7
USC00438172,1999-09-21,19.1,0.0,0.0,21.7,2.2
USC00438172,1999-09-22,12.4,0.0,0.0,14.4,0.0
USC00438172,1999-09-23,12.4,0.0,0.0,11.7,-0.6
USC00438172,1999-09-24,0.0,0.0,0.0,21.1,2.2
USC00438172,1999-09-25,8.6,0.0,0.0,25.0,-1.7
USC00438172,1999-09-26,0.0,0.0,0.0,24.4,-2.8
USC00438172,1999-09-27,0.0,0.0,0.0,20.0,-2.8
USC00438172,1999-09-28,0.0,0.0,0.0,23.3,7.8
USC00438172,1999-09-29,0.8,0.0,0.0,9.4,12.8
USC00438172,1999-09-30,0.0,0.0,0.0,22.2,5.6
USC00438172,1999-10-01,28.4,0.0,0.0,10.0,-3.3
USC00438172,1999-10-02,1.3,0.0,0.0,11.7,-3.3
USC00438172,1999-10-03,2.5,0.0,0.0,9.4,-2.8
USC00438172,1999-10-04,1.0,0.0,0.0,6.7,-2.8
USC00438172,1999-10-05,10.4,0.0,0.0,4.4,-2.8
USC00438172,1999-10-06,0.5,0.0,0.0,6.1,-3.3
USC00438172,1999-10-07,2.0,0.0,0.0,8.3,-3.9
USC00438172,1999-10-08,0.0,0.0,0.0,6.7,-8.3
USC00438172,1999-10-09,3.8,0.0,0.0,13.9,-6.1
USC00438172,1999-10-10,0.0,0.0,0.0,20.0,-3.3
USC00438172,1999-10-11,5.1,0.0,0.0,17.2,-2.8
USC00438172,1999-10-12,0.0,0.0,0.0,15.6,-6.1
USC00438172,1999-10-13,0.5,0.0,0.0,13.9,-6.1
USC00438172,1999-10-14,13.0,0.0,0.0,19.4,0.0
USC00438172,1999-10-15,9.9,10.0,0.0,4.4,-7.2
USC00438172,1999-10-16,0.0,0.0,0.0,12.2,-5.6
USC00438172,1999-10-17,0.0,0.0,0.0,20.6,-5.0
USC00438172,1999-10-18,1.8,0.0,0.0,13.9,1.7
USC00438172,1999-10-19,0.0,0.0,0.0,5.0,-9.4
USC00438172,1999-10-20,1.0,0.0,0.0,10.0,-9.4
USC00438172,1999-10-21,6.1,0.0,0.0,6.7,-3.9
USC00438172,1999-10-22,0.0,0.0,0.0,11.1,-6.7
USC00438172,1999-10-23,9.4,0.0,0.0,10.6,-6.7
USC00438172,1999-10-24,19.8,0.0,0.0,8.3,-6.1
USC00438172,1999-10-25,2.5,13.0,25.0,7.8,-3.9
USC00438172,1999-10-26,0.0,0.0,,5.6,-5.0
USC00438172,1999-10-27,0.0,0.0,,16.1,-5.6
USC00438172,1999-10-28,0.0,0.0,0.0,4.4,-11.7
USC00438172,1999-10-29,0.0,0.0,0.0,10.0,-10.0
USC00438172,1999-10-30,0.0,0.0,0.0,15.6,-6.7
USC00438172,1999-10-31,0.0,0.0,0.0,15.0,-6.7
USC00438172,1999-11-01,2.0,0.0,0.0,15.0,-6.1
USC00438172,1999-11-02,0.0,0.0,0.0,17.8,-6.1
USC00438172,1999-11-03,3.0,0.0,0.0,15.6,-3.3
USC00438172,1999-11-04,1.8,25.0,25.0,20.6,-2.2
USC00438172,1999-11-05,0.0,0.0,,6.1,-8.3
USC00438172,1999-11-06,0.0,0.0,,11.1,-8.3
USC00438172,1999-11-07,0.8,0.0,0.0,9.4,-11.1
USC00438172,1999-11-08,0.8,0.0,0.0,1.7,-8.3
USC00438172,1999-11-09,0.0,0.0,0.0,2.8,-10.6
USC00438172,1999-11-10,0.0,0.0,0.0,7.2,-5.6
USC00438172,1999-11-11,2.3,0.0,0.0,13.3,-8.3
USC00438172,1999-11-12,0.0,0.0,0.0,0.6,-13.9
USC00438172,1999-11-13,2.3,20.0,,4.4,-11.7
USC00438172,1999-11-14,0.8,0.0,,4.4,-11.7
USC00438172,1999-11-15,11.9,25.0,25.0,4.4,-3.9
USC00438172,1999-11-16,2.3,25.0,51.0,1.1,-6.7
USC00438172,1999-11-17,1.5,38.0,102.0,-1.1,-10.0
USC00438172,1999-11-18,1.3,20.0,102.0,0.6,-10.0
USC00438172,1999-11-19,1.0,8.0,76.0,0.6,-6.7
USC00438172,1999-11-20,0.0,0.0,0.0,10.0,-7.8
USC00438172,1999-11-21,3.0,0.0,0.0,11.1,-7.2
USC00438172,1999-11-22,0.0,0.0,0.0,2.8,-7.2
USC00438172,1999-11-23,1.3,0.0,0.0,15.0,-2.8
USC00438172,1999-11-24,1.3,0.0,0.0,13.9,2.8
USC00438172,1999-11-25,0.0,0.0,0.0,16.1,-2.2
USC00438172,1999-11-26,4.6,0.0,0.0,8.3,-5.6
USC00438172,1999-11-27,37.3,0.0,0.0,13.3,-1.7
USC00438172,1999-11-28,2.8,0.0,0.0,13.3,-3.3
USC00438172,1999-11-29,0.5,0.0,0.0,4.4,-5.0
USC00438172,1999-11-30,0.8,0.0,0.0,12.2,-9.4
USC00438172,1999-12-01,0.5,10.0,25.0,-1.7,-15.0
USC00438172,1999-12-02,0.0,0.0,0.0,-4.4,-15.6
USC00438172,1999-12-03,0.0,0.0,0.0,4.4,-15.6
USC00438172,1999-12-04,3.8,0.0,0.0,3.9,-3.9
USC00438172,1999-12-05,0.5,0.0,0.0,3.3,-3.9
USC00438172,1999-12-06,0.0,0.0,0.0,9.4,-1.1
USC00438172,1999-12-07,0.0,0.0,0.0,10.0,-17.2
USC00438172,1999-12-08,0.0,0.0,0.0,3.3,-6.1
USC00438172,1999-12-09,0.0,0.0,0.0,-0.6,-6.1
USC00438172,1999-12-10,0.0,0.0,0.0,7.2,-10.6
USC00438172,1999-12-11,5.1,0.0,0.0,4.4,-7.8
USC00438172,1999-12-12,2.0,0.0,,-1.7,-7.8
USC00438172,1999-12-13,0.0,0.0,127.0,0.0,-7.2
USC00438172,1999-12-14,0.5,0.0,127.0,1.7,-5.0
USC00438172,1999-12-15,0.5,0.0,0.0,2.8,-4.4
USC00438172,1999-12-16,3.8,0.0,0.0,5.0,-3.9
USC00438172,1999-12-17,2.0,25.0,25.0,3.9,-5.6
USC00438172,1999-12-18,0.5,0.0,25.0,0.0,-15.0
USC00438172,1999-12-19,0.0,0.0,25.0,-3.9,-22.2
USC00438172,1999-12-20,0.0,0.0,25.0,0.0,-22.2
USC00438172,1999-12-21,15.2,0.0,0.0,2.2,-18.9
USC00438172,1999-12-22,0.0,0.0,0.0,1.7,-9.4
USC00438172,1999-12-23,0.8,33.0,51.0,-1.1,-15.6
USC00438172,1999-12-24,0.8,38.0,76.0,-4.4,-20.0
USC00438172,1999-12-25,0.0,0.0,51.0,-8.3,-26.1
USC00438172,1999-12-26,0.0,38.0,0.0,-6.1,-11.1
USC00438172,1999-12-27,1.8,18.0,76.0,-3.9,-16.1
USC00438172,1999-12-28,1.5,0.0,76.0,-8.9,-27.8
USC00438172,1999-12-29,0.3,0.0,51.0,-4.4,-27.8
USC00438172,1999-12-30,7.1,114.0,178.0,-5.6,-21.1
USC00438172,1999-12-31,2.8,25.0,178.0,0.0,-27.8
USC00438172,2000-01-01,0.0,0.0,152.0,-5.0,-27.8
USC00438172,2000-01-02,0.0,0.0,152.0,2.8,-17.8
USC00438172,2000-01-03,7.4,0.0,102.0,1.1,-15.0
USC00438172,2000-01-04,13.0,51.0,102.0,6.7,-5.0
USC00438172,2000-01-05,9.1,0.0,102.0,4.4,-11.7
USC00438172,2000-01-06,0.0,0.0,102.0,-7.8,-22.8
USC00438172,2000-01-07,0.0,0.0,76.0,-3.9,-19.4
USC00438172,2000-01-08,3.8,51.0,152.0,0.0,-19.4
USC00438172,2000-01-09,0.0,0.0,152.0,-1.1,-14.4
USC00438172,2000-01-10,0.0,0.0,127.0,2.8,-9.4
USC00438172,2000-01-11,19.8,33.0,127.0,4.4,-2.8
USC00438172,2000-01-12,4.8,43.0,152.0,6.7,-7.2
USC00438172,2000-01-13,0.3,0.0,152.0,-3.9,-12.8
USC00438172,2000-01-14,0.0,0.0,127.0,-12.2,-22.2
USC00438172,2000-01-15,0.0,0.0,127.0,-18.9,-27.2
USC00438172,2000-01-16,3.0,51.0,178.0,-11.1,-27.2
USC00438172,2000-01-17,10.9,127.0,356.0,-5.6,-25.6
USC00438172,2000-01-18,0.0,0.0,305.0,-21.7,-36.1
USC00438172,2000-01-19,0.0,0.0,279.0,-16.7,-36.7
USC00438172,2000-01-20,0.0,0.0,254.0,-10.6,-35.6
USC00438172,2000-01-21,1.3,13.0,254.0,-10.0,-27.2
USC00438172,2000-01-22,2.5,0.0,254.0,-16.7,-25.0
USC00438172,2000-01-23,0.0,0.0,229.0,-18.3,-35.6
USC00438172,2000-01-24,0.0,0.0,229.0,-10.0,-36.1
USC00438172,2000-01-25,0.0,0.0,229.0,-0.6,-20.0
USC00438172,2000-01-26,10.2,152.0,381.0,-6.7,-14.4
USC00438172,2000-01-27,2.0,51.0,432.0,-6.7,-17.8
USC00438172,2000-01-28,0.8,0.0,381.0,-15.6,-20.6
